0:1,520100101,33565194,64
0:2,520100102,33563576,0
0:3,520100103,33564000,0
0:4,520100104,33566955,16
0:5,520100105,33557677,0
0:6,520100106,33558659,24
0:7,520100107,33557677,0
0:8,520100108,33554599,36
0:9,520100201,33554597,0
0:10,520100202,33563516,0
0:11,520100203,33555128,4
0:12,520100204,33555122,0
0:13,520100205,33563516,0
0:14,520100206,33563803,4
0:15,520100207,33563802,0
0:16,520100208,33563516,0
0:17,520100209,33563373,0
0:18,520100210,33554864,-32764
0:19,520100301,33563372,0
0:20,520100302,33563516,0
0:21,520100303,33571620,0
0:22,520100304,33560371,0
0:23,520100305,33566614,0
0:24,520100306,33577324,4
0:25,520100307,33571621,0
0:26,520100308,33563516,0
0:27,520100309,33561984,4
0:28,520100310,33561983,0
0:29,520100311,33563516,0
0:30,520100312,33556370,4
0:31,520100401,33556369,0
0:32,520100402,33563516,0
0:33,520100403,33570330,4
0:34,520100404,33570331,0
0:35,520100405,33563516,0
0:36,520100406,33567337,4
0:37,520100407,33567338,0
0:38,520100408,33563516,0
0:39,520100409,33568891,4
0:40,520100501,33568892,0
0:41,520100502,33563516,0
0:42,520100503,33557485,0
0:43,520100504,33566614,0
0:44,520100505,33574191,4
0:45,520100506,33557484,0
0:46,520100507,33563516,0
0:47,520100508,33569762,0
0:48,520100509,33566614,0
0:49,520100510,33574587,4
0:50,520100511,33569763,0
0:51,520100512,33563516,0
0:52,520100513,33555154,4
0:53,520100601,33555152,0
0:54,520100602,33563516,0
0:55,520100603,33558662,0
0:56,520100604,33566401,4
0:57,520100605,33558660,0
0:58,520100606,33563516,0
0:59,520100607,33575869,0
0:60,520100608,33566614,0
0:61,520100609,33555926,0
0:62,520100610,33554752,4
0:63,520100701,33585425,0
0:64,520100702,33563516,0
0:65,520100703,33574192,4
0:66,520100704,33574193,0
0:67,520100705,33563516,0
0:68,520100706,33554566,4
0:69,520100707,33554565,0
0:70,520100708,33563516,0
0:71,520100709,33555951,4
0:72,520100801,33555950,0
0:73,520100802,33563516,0
0:74,520100803,33563377,4
0:75,520100804,33563376,0
0:76,520100805,33563516,0
0:77,520100806,33563493,4
0:78,520100807,33563492,0
0:79,520100808,33563516,0
0:80,520100809,33569775,4
0:81,520100901,33569776,0
0:82,520100902,33563516,0
0:83,520100903,33563498,4
0:84,520100904,33563497,0
0:85,520100905,33563516,0
0:86,520100906,33554991,4
0:87,520100907,33554990,0
0:88,520100908,33563516,0
0:89,520100909,33561208,4
0:90,520101001,33561207,0
0:91,520101002,33563516,0
0:92,520101003,33566676,4
0:93,520101004,33566677,0
0:94,520101005,33563516,0
0:95,520101006,33555538,4
0:96,520101007,33555537,0
0:97,520101008,33563516,0
0:98,520101009,33563496,4
0:99,520101101,33563495,0
0:100,520101102,33563516,0
0:101,520101103,33563400,0
0:102,520101104,33554864,-32768
0:103,520101105,33558201,0
0:104,520101106,33556758,4
0:105,520101201,33566614,0
0:106,520101202,33556651,0
0:107,520101203,33558202,0
0:108,520101204,33558837,0
0:109,520101205,33556758,16
0:110,520101206,33563399,0
0:111,520101207,33563516,0
0:112,520101208,33576016,4
0:113,520101209,33576017,0
0:114,520101210,33563516,0
0:115,520101211,33560138,4
0:116,520101301,33560137,0
0:117,520101302,33563516,0
0:118,520101303,33554569,4
0:119,520101304,33554568,0
0:120,520101305,33563516,0
0:121,520101306,33555398,4
0:122,520101307,33555397,0
0:123,520101308,33563516,0
0:124,520101309,33569885,4
0:125,520101401,33569886,0
0:126,520101402,33563516,0
0:127,520101403,33559955,4
0:128,520101404,33559954,0
0:129,520101405,33563516,0
0:130,520101406,33555219,4
0:131,520101407,33555218,0
0:132,520101408,33563516,0
0:133,520101409,33555393,4
0:134,520101501,33555392,0
0:135,520101502,33563516,0
0:136,520101503,33555395,4
0:137,520101504,33555394,0
0:138,520101505,33563516,0
0:139,520101506,33567005,4
0:140,520101507,33567006,0
0:141,520101508,33563516,0
0:142,520101509,33563805,4
0:143,520101601,33563804,0
0:144,520101602,33563516,0
0:145,520101603,33563473,0
0:146,520101604,33557923,0
0:147,520101605,33566886,16
0:148,520101606,33566595,0
0:149,520101607,33563520,0
0:150,520101608,33564005,0
0:151,520101609,33573270,0
0:152,520101610,33566955,8
0:153,520101701,33564515,0
0:154,520101702,33559617,0
0:155,520101703,33576872,-32768
0:156,520101704,33566614,0
0:157,520101705,33554597,0
0:158,520101706,33569640,0
0:159,520101707,33558662,16
0:160,520101708,33576872,-32768
0:161,520101709,33556274,-32764
0:162,520101710,33566605,0
0:163,520101711,33558660,0
0:164,520101712,33569640,0
0:165,520101713,33558203,0
0:166,520101714,33556758,16
0:167,520101715,33576872,-32768
0:168,520101716,33556274,-32764
0:169,520101717,33566605,0
0:170,520101718,33558202,0
0:171,520101719,33556758,0
0:172,520101720,33569640,0
0:173,520101721,33566953,16
0:174,520101722,33576872,-32768
0:175,520101723,33556274,-32732
0:176,520101801,33563565,0
0:177,520101802,33558837,0
0:178,520101803,33564000,0
0:179,520101804,33566955,0
0:180,520101805,33559621,0
0:181,520101806,33559518,4
0:182,520101807,33564244,0
0:183,520101808,33566157,0
0:184,520101809,33559578,0
0:185,520101810,33566888,0
0:186,520101811,33555512,0
0:187,520101812,33563472,12
0:188,520101813,33569622,0
0:189,520101814,33575481,16
0:190,520101815,33575643,0
0:191,520101816,33557030,0
0:192,520101817,33566614,0
0:193,520101818,33563661,0
0:194,520101819,33572637,8
0:195,520101901,33563471,0
0:196,520101902,33558837,0
0:197,520101903,33557499,0
0:198,520101904,33564314,0
0:199,520101905,33559576,4
0:200,520101906,33565303,0
0:201,520101907,33571936,0
0:202,520101908,33571566,4
0:203,520101909,33574596,0
0:204,520101910,33559576,28
0:205,520101911,33562906,0
0:206,520101912,33576809,4
0:207,520102001,33564244,0
0:208,520102002,33559682,0
0:209,520102003,33558837,0
0:210,520102004,33574589,16
0:211,520102005,33561021,0
0:212,520102006,33565274,0
0:213,520102007,33566324,0
0:214,520102008,33566807,0
0:215,520102009,33561594,28
0:216,520102010,33555722,0
0:217,520102011,33565274,4
0:218,520102012,33563471,0
0:219,520102013,33557677,0
0:220,520102014,33558659,16
0:221,520102015,33565310,0
0:222,520102016,33558760,0
0:223,520102017,33567617,0
0:224,520102018,33566887,0
0:225,520102019,33555927,4
0:226,520102020,33559476,0
0:227,520102021,33558146,0
0:228,520102022,33563526,0
0:229,520102023,33556672,16
0:230,520102024,33566614,0
0:231,520102025,33574095,0
0:232,520102026,33559437,0
0:233,520102027,33572637,4
0:234,520102101,33563555,0
0:235,520102102,33558837,0
0:236,520102103,33557622,16
0:237,520102104,33573302,0
0:238,520102105,33576045,0
0:239,520102106,33564005,4
0:240,520102107,33559437,0
0:241,520102108,33558146,0
0:242,520102109,33561363,0
0:243,520102110,33570246,0
0:244,520102111,33566614,0
0:245,520102112,33561250,-32764
0:246,520102201,33559681,0
0:247,520102202,33558837,0
0:248,520102203,33564512,0
0:249,520102204,33559508,16
0:250,520102205,33566190,0
0:251,520102206,33565846,0
0:252,520102207,33555710,0
0:253,520102208,33566614,0
0:254,520102209,33566839,0
0:255,520102210,33555020,0
0:256,520102211,33567053,20
0:257,520102301,33559372,0
0:258,520102302,33557832,0
0:259,520102303,33557026,0
0:260,520102304,33563542,0
0:261,520102305,33557622,20
0:262,520102306,33573290,0
0:263,520102307,33576045,0
0:264,520102308,33570353,0
0:265,520102309,33577415,0
0:266,520102310,33570227,0
0:267,520102311,33555343,4
0:268,520102401,33564244,0
0:269,520102402,33572773,0
0:270,520102403,33558837,0
0:271,520102404,33563471,0
0:272,520102405,33566614,0
0:273,520102406,33576442,16
0:274,520102407,33569405,0
0:275,520102408,33555070,0
0:276,520102409,33571425,0
0:277,520102410,33565274,0
0:278,520102411,33566326,0
0:279,520102412,33566807,4
0:280,520102413,33558538,0
0:281,520102414,33555944,4
0:282,520102501,33565303,0
0:283,520102502,33561519,16
0:284,520102503,33569640,0
0:285,520102504,33563530,0
0:286,520102505,33557739,0
0:287,520102506,33557212,20
0:288,520102507,33573301,0
0:289,520102508,33576045,0
0:290,520102509,33564005,36
0:291,520200101,33564244,0
0:292,520200102,33558837,0
0:293,520200103,33563520,0
0:294,520200104,33564005,0
0:295,520200105,33557102,0
0:296,520200106,33563335,12
0:297,520200107,33563406,-32768
0:298,520200108,33559794,0
0:299,520200109,33566401,16
0:300,520200110,33556511,0
0:301,520200111,33565814,-32768
0:302,520200112,33566614,0
0:303,520200113,33559254,0
0:304,520200114,33554768,28
0:305,520200201,33555730,4
0:306,520200202,33555062,0
0:307,520200203,33566401,0
0:308,520200204,33563343,-32768
0:309,520200205,33563526,4
0:310,520200206,33561120,0
0:311,520200207,33558146,0
0:312,520200208,33564290,0
0:313,520200209,33559253,16
0:314,520200210,33556569,0
0:315,520200211,33568391,0
0:316,520200212,33565274,4
0:317,520200301,33576195,0
0:318,520200302,33558837,0
0:319,520200303,33559794,0
0:320,520200304,33566401,28
0:321,520200305,33560104,16
0:322,520200306,33564487,0
0:323,520200307,33554759,0
0:324,520200308,33570218,4
0:325,520200401,33564695,0
0:326,520200402,33564514,0
0:327,520200403,33573642,-28672
0:328,520200404,33564266,-28672
0:329,520200405,33569189,-32768
0:330,520200406,33570234,16
0:331,520200407,33574813,0
0:332,520200408,33559576,0
0:333,520200409,33565276,28
0:334,520200410,33555064,0
0:335,520200411,33563552,0
0:336,520200412,33566955,8
0:337,520200501,33559443,0
0:338,520200502,33558837,0
0:339,520200503,33555679,28
0:340,520200504,33557102,0
0:341,520200505,33563335,4
0:342,520200506,33559621,0
0:343,520200507,33558146,0
0:344,520200508,33565164,0
0:345,520200509,33567038,4
0:346,520200601,33556175,0
0:347,520200602,33577757,0
0:348,520200603,33557103,0
0:349,520200604,33563335,16
0:350,520200605,33565310,0
0:351,520200606,33559538,0
0:352,520200607,33578397,0
0:353,520200608,33566388,-32768
0:354,520200609,33563335,4
0:355,520200610,33566622,0
0:356,520200611,33558146,0
0:357,520200612,33567832,0
0:358,520200613,33566401,16
0:359,520200614,33559425,0
0:360,520200615,33574558,0
0:361,520200616,33570247,0
0:362,520200617,33555131,8
0:363,520200701,33558838,0
0:364,520200702,33559794,0
0:365,520200703,33562907,0
0:366,520200704,33573314,0
0:367,520200705,33565813,-32752
0:368,520200706,33563633,0
0:369,520200707,33566617,0
0:370,520200708,33555098,0
0:371,520200709,33559935,0
0:372,520200710,33561021,0
0:373,520200711,33565276,0
0:374,520200712,33564288,4
0:375,520200801,33575178,0
0:376,520200802,33559421,0
0:377,520200803,33557105,28
0:378,520200804,33555722,0
0:379,520200805,33565276,24
0:380,520200806,33554812,0
0:381,520200807,33570564,24
0:382,520200808,33570133,0
0:383,520200809,33562583,28
0:384,520200810,33561931,4
0:385,520200811,33565761,0
0:386,520200812,33575653,4
0:387,520200813,33556600,0
0:388,520200814,33560841,4
0:389,520200815,33556179,0
0:390,520200816,33555803,0
0:391,520200817,33554774,0
0:392,520200818,33568376,0
0:393,520200819,33565274,4
0:394,520200901,33559443,0
0:395,520200902,33558837,0
0:396,520200903,33564244,0
0:397,520200904,33576199,0
