0:398,520200905,33566614,0
0:399,520200906,33566401,0
0:400,520200907,33554778,4
0:401,520200908,33559374,0
0:402,520200909,33564288,0
0:403,520200910,33559476,0
0:404,520200911,33561036,0
0:405,520200912,33559253,0
0:406,520200913,33554775,0
0:407,520200914,33559576,0
0:408,520200915,33572537,16
0:409,520200916,33569640,0
0:410,520200917,33556526,0
0:411,520200918,33572773,0
0:412,520200919,33570132,0
0:413,520200920,33566614,0
0:414,520200921,33555061,0
0:415,520200922,33555165,0
0:416,520200923,33562583,4
0:417,520201001,33564244,0
0:418,520201002,33558837,0
0:419,520201003,33561108,0
0:420,520201004,33564293,4
0:421,520201005,33560738,0
0:422,520201006,33560714,0
0:423,520201007,33573649,0
0:424,520201008,33562364,4
0:425,520201101,33570052,0
0:426,520201102,33557169,16
0:427,520201103,33561075,0
0:428,520201104,33562588,0
0:429,520201105,33570217,0
0:430,520201106,33566888,0
0:431,520201107,33555512,4
0:432,520201108,33567716,0
0:433,520201109,33568394,0
0:434,520201110,33565274,4
0:435,520201111,33571869,0
0:436,520201112,33568739,-32752
0:437,520201113,33573411,0
0:438,520201114,33565274,0
0:439,520201115,33573364,-32764
0:440,520201116,33558636,24
0:441,520201117,33566767,28
0:442,520201118,33565404,4
0:443,520201201,33561069,0
0:444,520201202,33565276,0
0:445,520201203,33561594,16
0:446,520201204,33565295,0
0:447,520201205,33559761,0
0:448,520201206,33565568,0
0:449,520201207,33559794,4
0:450,520201208,33554747,0
0:451,520201209,33562113,0
0:452,520201210,33554778,0
0:453,520201211,33556649,36
0:454,520201301,33564244,0
0:455,520201302,33558837,0
0:456,520201303,33554778,16
0:457,520201304,33561021,0
0:458,520201305,33566324,0
0:459,520201306,33566807,0
0:460,520201307,33561594,0
0:461,520201308,33563472,28
0:462,520201309,33555722,0
0:463,520201310,33565274,4
0:464,520201311,33572766,0
0:465,520201312,33558518,0
0:466,520201313,33562588,0
0:467,520201314,33555530,28
0:468,520201315,33570678,0
0:469,520201316,33566752,4
0:470,520201317,33577310,0
0:471,520201318,33559523,0
0:472,520201319,33569640,0
0:473,520201320,33577733,0
0:474,520201321,33555810,0
0:475,520201322,33565279,4
0:476,520201323,33570739,0
0:477,520201324,33559462,0
0:478,520201325,33558146,0
0:479,520201326,33559794,0
0:480,520201327,33557452,0
0:481,520201328,33562588,24
0:482,520201329,33555053,0
0:483,520201330,33554522,4
0:484,520201401,33563471,0
0:485,520201402,33558837,24
0:486,520201403,33572773,0
0:487,520201404,33576627,0
0:488,520201405,33562588,0
0:489,520201406,33555530,0
0:490,520201407,33582893,28
0:491,520201408,33570679,0
0:492,520201409,33566752,24
0:493,520201501,33559546,0
0:494,520201502,33577312,28
0:495,520201503,33569640,0
0:496,520201504,33565928,0
0:497,520201505,33559793,4
0:498,520201506,33566190,0
0:499,520201507,33565846,0
0:500,520201508,33555710,0
0:501,520201509,33566614,0
0:502,520201510,33566839,0
0:503,520201511,33567038,0
0:504,520201512,33555697,20
0:505,520201513,33566593,0
0:506,520201514,33566753,0
0:507,520201515,33573327,0
0:508,520201516,33557741,36
0:509,520201601,33558838,0
0:510,520201602,33559794,0
0:511,520201603,33564244,0
0:512,520201604,33561105,0
0:513,520201605,33556932,0
0:514,520201606,33566614,0
0:515,520201607,33565814,-32752
0:516,520201608,33561729,0
0:517,520201609,33562372,4
0:518,520201610,33575178,0
0:519,520201611,33572925,0
0:520,520201612,33562584,-32768
0:521,520201613,33564514,0
0:522,520201614,33557104,28
0:523,520201615,33564483,0
0:524,520201616,33577195,-32764
0:525,520201617,33566614,0
0:526,520201618,33557675,0
0:527,520201619,33577465,-32768
0:528,520201620,33576435,-32768
0:529,520201621,33577200,4
0:530,520201622,33555053,0
0:531,520201623,33559935,0
0:532,520201624,33570559,0
0:533,520201625,33566614,0
0:534,520201626,33565814,-32764
0:535,520201701,33558838,0
0:536,520201702,33566170,0
0:537,520201703,33565846,0
0:538,520201704,33555710,0
0:539,520201705,33555020,0
0:540,520201706,33556382,0
0:541,520201707,33567053,0
0:542,520201708,33555696,16
0:543,520201801,33573064,0
0:544,520201802,33576125,0
0:545,520201803,33574520,20
0:546,520201804,33557210,0
0:547,520201805,33555334,0
0:548,520201806,33568360,4
0:549,520201807,33574196,0
0:550,520201808,33557184,0
0:551,520201809,33570133,0
0:552,520201810,33557666,-32752
0:553,520201811,33565303,0
0:554,520201812,33571939,0
0:555,520201813,33557061,0
0:556,520201814,33566068,0
0:557,520201815,33565295,0
0:558,520201816,33555159,40
0:559,520201901,33564244,128
0:560,520201902,33565897,0
0:561,520201903,33558837,0
0:562,520201904,33559794,0
0:563,520201905,33566401,16
0:564,520201906,33561021,0
0:565,520201907,33566324,0
0:566,520201908,33566807,0
0:567,520201909,33561594,0
0:568,520201910,33563472,0
0:569,520201911,33566747,28
0:570,520202001,33555722,0
0:571,520202002,33565274,4
0:572,520202003,33572766,24
0:573,520202004,33558518,0
0:574,520202005,33562588,0
0:575,520202006,33555530,16
0:576,520202007,33554807,0
0:577,520202008,33556431,0
0:578,520202009,33555135,4
0:579,520202010,33565899,0
0:580,520202011,33565276,0
0:581,520202012,33558146,0
0:582,520202013,33559479,0
0:583,520202014,33557430,0
0:584,520202015,33559579,0
0:585,520202016,33567917,0
0:586,520202017,33562578,4
0:587,520202101,33563469,24
0:588,520202102,33572773,0
0:589,520202103,33558517,0
0:590,520202104,33562588,0
0:591,520202105,33555530,16
0:592,520202106,33556564,0
0:593,520202107,33556431,0
0:594,520202108,33555135,4
0:595,520202201,33564244,0
0:596,520202202,33558837,0
0:597,520202203,33576195,0
0:598,520202204,33556367,0
0:599,520202205,33559518,0
0:600,520202206,33566401,0
0:601,520202207,33563332,12
0:602,520202208,33561628,0
0:603,520202209,33559794,0
0:604,520202210,33554452,16
0:605,520202211,33558740,0
0:606,520202212,33554794,0
0:607,520202213,33577311,4
0:608,520202214,33561069,0
0:609,520202215,33565274,0
0:610,520202216,33561594,24
0:611,520202217,33554794,0
0:612,520202218,33556647,0
0:613,520202219,33558264,4
0:614,520202301,33556564,0
0:615,520202302,33570394,0
0:616,520202303,33558930,0
0:617,520202304,33573271,0
0:618,520202305,33567971,4
0:619,520202306,33555053,0
0:620,520202307,33566190,0
0:621,520202308,33565846,0
0:622,520202309,33555710,0
0:623,520202310,33567038,28
0:624,520202311,33567966,0
0:625,520202312,33573312,36
0:626,520300101,33556673,0
0:627,520300102,33558837,0
0:628,520300103,33563409,-32768
0:629,520300104,33559479,12
0:630,520300105,33556508,0
0:631,520300106,33563385,0
0:632,520300107,33570261,12
0:633,520300108,33565021,0
0:634,520300109,33559576,0
0:635,520300110,33562010,0
0:636,520300111,33563334,16
0:637,520300201,33555724,0
0:638,520300202,33577146,32
0:639,520300203,33573443,0
0:640,520300204,33565275,0
0:641,520300205,33566430,0
0:642,520300206,33576080,8
0:643,520300301,33559442,0
0:644,520300302,33558146,0
0:645,520300303,33559476,0
0:646,520300304,33577965,0
0:647,520300305,33555020,0
0:648,520300306,33556452,0
0:649,520300307,33567053,20
0:650,520300308,33573064,0
0:651,520300309,33573276,0
0:652,520300310,33562010,20
0:653,520300311,33562409,0
0:654,520300312,33554732,0
0:655,520300313,33566807,24
0:656,520300314,33575239,0
0:657,520300315,33574925,-32760
0:658,520300401,33559437,0
0:659,520300402,33558837,0
0:660,520300403,33563385,16
0:661,520300404,33555156,0
0:662,520300405,33559576,0
0:663,520300406,33565422,0
0:664,520300407,33569130,0
0:665,520300408,33558273,-32764
0:666,520300409,33556150,0
0:667,520300410,33561944,-32768
0:668,520300411,33566972,0
0:669,520300412,33570133,0
0:670,520300413,33561946,-32764
0:671,520300414,33555295,0
0:672,520300415,33573095,-32740
0:673,520300416,33558603,0
0:674,520300417,33557621,8
0:675,520300501,33558838,0
0:676,520300502,33567837,0
0:677,520300503,33559578,0
0:678,520300504,33565569,0
0:679,520300505,33554759,24
0:680,520300506,33564487,0
0:681,520300507,33563337,24
0:682,520300508,33564486,0
0:683,520300509,33556633,0
0:684,520300510,33560780,-32768
0:685,520300511,33563490,4
0:686,520300601,33570294,0
0:687,520300602,33559579,0
0:688,520300603,33566615,0
0:689,520300604,33563488,0
0:690,520300605,33567219,16
0:691,520300606,33564244,0
0:692,520300607,33562992,0
0:693,520300608,33561236,-32760
0:694,520300701,33564244,0
0:695,520300702,33561105,0
0:696,520300703,33558837,0
0:697,520300704,33568361,-32768
0:698,520300705,33566614,0
0:699,520300706,33571714,-32768
0:700,520300707,33566605,0
0:701,520300708,33559959,-32744
0:702,520300709,33556531,0
0:703,520300710,33570296,16
0:704,520300711,33555674,0
0:705,520300712,33565276,28
0:706,520300713,33563564,0
0:707,520300714,33555203,-32752
0:708,520300715,33559460,0
0:709,520300716,33560846,0
0:710,520300717,33570682,0
0:711,520300718,33566614,0
0:712,520300719,33573810,0
0:713,520300720,33556525,4
0:714,520300801,33569412,0
0:715,520300802,33559617,0
0:716,520300803,33570811,-32768
0:717,520300804,33575236,0
0:718,520300805,33577158,4
0:719,520300901,33565303,0
0:720,520300902,33568183,0
0:721,520300903,33555742,0
0:722,520300904,33567884,16
0:723,520300905,33554460,0
0:724,520300906,33555155,0
0:725,520300907,33565284,0
0:726,520300908,33554597,4
0:727,520300909,33577731,0
0:728,520300910,33555810,0
0:729,520300911,33565281,0
0:730,520300912,33558146,16
0:731,520300913,33575655,0
0:732,520300914,33555337,0
0:733,520300915,33566614,0
0:734,520300916,33559682,0
0:735,520300917,33564207,-32768
0:736,520300918,33572755,0
0:737,520300919,33557665,-32768
0:738,520300920,33554602,4
0:739,520301001,33559373,0
0:740,520301002,33558837,0
0:741,520301003,33568041,0
0:742,520301004,33568699,0
0:743,520301005,33570133,0
0:744,520301006,33570599,0
0:745,520301007,33555079,-32764
0:746,520301008,33564509,0
0:747,520301009,33555077,0
0:748,520301010,33559617,0
0:749,520301011,33570804,-32768
0:750,520301012,33562374,-32768
0:751,520301013,33565310,0
0:752,520301014,33569404,16
0:753,520301015,33571315,0
0:754,520301016,33567713,0
0:755,520301017,33567317,8
0:756,520301101,33555803,0
0:757,520301102,33582835,0
0:758,520301103,33555810,0
0:759,520301104,33565281,0
0:760,520301105,33566084,-32768
0:761,520301106,33577158,4
0:762,520301107,33559476,0
0:763,520301108,33558837,0
0:764,520301109,33556662,0
0:765,520301110,33556509,28
0:766,520301111,33561855,0
0:767,520301112,33559462,0
0:768,520301113,33566619,4
0:769,520301114,33559476,0
0:770,520301115,33565295,0
0:771,520301116,33584652,0
0:772,520301117,33555810,0
0:773,520301118,33568096,-32768
0:774,520301119,33576610,4
0:775,520301120,33559437,0
0:776,520301121,33570298,0
0:777,520301122,33565281,0
0:778,520301123,33563535,0
0:779,520301124,33572637,28
0:780,520301125,33567320,8
0:781,520301201,33559476,0
0:782,520301202,33574676,0
0:783,520301203,33555008,28
0:784,520301204,33558993,0
0:785,520301205,33554678,-32764
0:786,520301206,33561302,-32768
0:787,520301207,33564712,0
0:788,520301208,33554720,-32752
0:789,520301209,33577033,0
0:790,520301210,33563867,0
0:791,520301211,33567317,0
0:792,520301212,33565295,0
0:793,520301213,33559258,36
0:794,520301301,33558838,0
0:795,520301302,33556508,0
0:796,520301303,33564005,0
0:797,520301304,33566614,0
0:798,520301305,33558263,0
0:799,520301306,33563491,20
0:800,520301307,33565568,0
0:801,520301308,33563385,28
0:802,520301309,33570280,0
0:803,520301310,33566615,8
0:804,520301401,33559437,0
0:805,520301402,33558837,0
0:806,520301403,33563385,24
0:807,520301404,33564596,0
0:808,520301405,33559576,0
0:809,520301406,33565274,28
0:810,520301407,33555724,4
0:811,520301408,33555803,0
0:812,520301409,33582428,0
0:813,520301410,33555810,0
0:814,520301411,33566599,0
0:815,520301412,33570275,16
0:816,520301413,33555919,16
0:817,520301414,33565573,0
0:818,520301415,33556521,4
0:819,520301501,33559437,0
0:820,520301502,33558837,0
0:821,520301503,33564005,0
0:822,520301504,33570417,28
0:823,520301505,33555722,0
0:824,520301506,33565274,4
0:825,520301507,33574997,0
0:826,520301508,33559819,4
0:827,520301509,33559621,0
0:828,520301510,33558146,0
0:829,520301511,33562912,0
0:830,520301512,33565284,0
0:831,520301513,33566185,0
0:832,520301514,33564512,0
0:833,520301515,33564332,4
0:834,520301516,33558840,0
0:835,520301517,33575007,8
0:836,520301601,33564244,0
0:837,520301602,33570302,0
0:838,520301603,33558837,0
0:839,520301604,33564005,16
0:840,520301605,33560686,28
0:841,520301606,33568928,0
0:842,520301607,33566614,0
0:843,520301608,33566091,-32768
0:844,520301609,33571863,0
0:845,520301610,33565274,0
0:846,520301611,33576085,4
0:847,520301612,33561073,0
0:848,520301613,33574095,0
0:849,520301614,33555346,0
0:850,520301615,33567348,0
0:851,520301616,33555053,0
0:852,520301617,33563454,28
0:853,520301618,33556574,0
0:854,520301619,33570134,8
0:855,520301701,33559374,0
0:856,520301702,33573064,0
0:857,520301703,33566614,0
0:858,520301704,33576085,0
0:859,520301705,33555697,28
0:860,520301706,33559442,0
0:861,520301707,33557680,0
0:862,520301708,33560511,28
0:863,520301709,33556681,0
0:864,520301710,33571915,36
0:865,520400101,33558838,0
0:866,520400102,33564005,0
0:867,520400103,33558512,0
0:868,520400104,33566614,0
0:869,520400105,33563661,0
0:870,520400106,33572637,0
0:871,520400107,33558588,16
0:872,520400108,33567654,0
0:873,520400109,33566614,0
0:874,520400110,33555236,8
0:875,520400201,33572070,0
0:876,520400202,33556303,-32768
0:877,520400203,33563433,-32768
0:878,520400204,33556304,-32768
0:879,520400205,33565640,-32764
0:880,520400206,33562099,0
0:881,520400207,33558837,0
0:882,520400208,33564858,4
0:883,520400301,33573407,0
0:884,520400302,33559476,0
0:885,520400303,33567648,28
0:886,520400304,33555722,0
0:887,520400305,33565274,4
0:888,520400306,33555788,0
0:889,520400307,33557677,0
0:890,520400308,33555912,0
0:891,520400309,33555346,16
0:892,520400310,33555674,0
0:893,520400311,33559674,0
0:894,520400312,33564207,-32768
0:895,520400313,33559572,-32768
0:896,520400314,33565607,4
0:897,520400401,33559437,0
0:898,520400402,33558837,0
0:899,520400403,33570417,0
0:900,520400404,33555722,4
0:901,520400405,33565164,28
0:902,520400406,33565295,0
0:903,520400407,33559576,0
0:904,520400408,33565603,0
0:905,520400409,33565581,0
0:906,520400410,33561344,0
0:907,520400411,33555873,16
0:908,520400412,33555324,0
0:909,520400413,33564439,0
0:910,520400414,33566541,0
0:911,520400415,33567788,0
0:912,520400416,33566614,0
0:913,520400417,33570907,0
0:914,520400418,33555346,8
0:915,520400501,33558838,0
0:916,520400502,33558520,0
0:917,520400503,33555236,0
0:918,520400504,33558947,0
0:919,520400505,33572640,16
0:920,520400506,33572722,0
0:921,520400507,33570133,0
0:922,520400508,33564655,0
0:923,520400509,33559603,16
0:924,520400601,33555722,0
0:925,520400602,33565274,4
0:926,520400603,33555788,0
0:927,520400604,33557677,0
0:928,520400605,33555912,0
0:929,520400606,33555346,16
0:930,520400607,33575131,0
0:931,520400608,33567921,0
0:932,520400609,33577201,4
0:933,520400610,33565164,0
0:934,520400611,33558146,28
0:935,520400612,33566309,-32768
0:936,520400613,33571453,0
0:937,520400614,33570139,4
0:938,520400615,33570128,0
0:939,520400616,33555001,-32768
0:940,520400617,33576616,16
0:941,520400618,33565295,0
0:942,520400619,33577369,0
0:943,520400620,33564196,0
0:944,520400621,33573846,4
0:945,520400701,33555673,0
0:946,520400702,33565274,0
0:947,520400703,33564005,4
0:948,520400704,33577155,0
0:949,520400705,33565164,16
0:950,520400706,33565295,0
0:951,520400707,33567667,0
0:952,520400708,33566824,0
0:953,520400709,33555342,8
0:954,520400801,33577155,0
0:955,520400802,33558520,0
0:956,520400803,33555236,0
0:957,520400804,33562533,0
0:958,520400805,33562364,0
0:959,520400806,33574175,4
0:960,520400807,33560832,0
0:961,520400808,33564515,0
0:962,520400809,33566431,-32768
0:963,520400810,33570178,28
0:964,520400811,33575351,4
0:965,520400901,33555722,0
0:966,520400902,33565274,4
0:967,520400903,33559682,0
0:968,520400904,33564515,0
0:969,520400905,33565279,0
0:970,520400906,33563216,28
0:971,520400907,33555788,0
0:972,520400908,33567738,0
0:973,520400909,33568399,0
0:974,520400910,33565278,4
0:975,520401001,33558838,0
0:976,520401002,33555674,0
0:977,520401003,33565274,0
0:978,520401004,33564005,4
0:979,520401005,33554811,0
0:980,520401006,33565279,0
0:981,520401007,33568647,32
0:982,520401008,33565164,0
0:983,520401009,33558146,28
0:984,520401010,33566799,0
0:985,520401011,33555342,0
0:986,520401012,33568399,16
0:987,520401013,33565265,0
0:988,520401014,33565582,0
0:989,520401015,33571191,8
0:990,520401101,33558838,0
0:991,520401102,33575007,0
