"keyWord","keyLexeme","strWord","strVocalised","keySeyame","keyListingType","keyEnclitic","keyIsLexeme","keySuffixGender","keySuffixPerson","keySuffixNumber","keySuffixContraction","keyPrefix","keyGender","keyPerson","keyNumber","keyState","keyTense","keyForm"
1,1,"AAR","AoAaR",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2,1,"BAAR","B'oAAaR",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3,1,"DAAR","D'oAAaR",0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
4,1,"DLAAR","D'LoAAaR",0,0,0,0,0,0,0,0,8,1,0,1,0,0,0
5,1,"OAAR","OoAAaR",0,0,0,0,0,0,0,0,3,1,0,1,0,0,0
6,2,"ABA","AaB,oA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
7,2,"ABHA","AaB,oHeA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
8,2,"ABHOH;","AaB,oHaOH_;",1,0,0,0,1,1,0,1,0,2,0,2,3,0,0
9,2,"ABH;H","AaB,oHe;H",1,0,0,0,2,1,0,1,0,2,0,2,3,0,0
10,2,"ABH;HON","AaB,oHa;HuON",1,0,0,0,1,1,1,1,0,2,0,2,3,0,0
11,2,"ABH;CON","AaB,oHa;C'uON",1,0,0,0,1,2,1,1,0,2,0,2,3,0,0
12,2,"ABH;N","AaB,oHa;N",1,0,0,0,0,3,1,1,0,2,0,2,3,0,0
13,2,"ABHTA","AaB,oHoT,oA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
14,2,"ABHTHON","AaB,oHoT,HuON",1,0,0,0,1,1,1,1,0,2,0,2,3,0,0
15,2,"ABHT;","AaB,oHoT,;",1,0,0,0,0,3,0,1,0,2,0,2,3,0,0
16,2,"ABHTCON","AaB,oHoT,C,uON",1,0,0,0,1,2,1,1,0,2,0,2,3,0,0
17,2,"ABHTN","AaB,oHoT,aN",1,0,0,0,0,3,1,1,0,2,0,2,3,0,0
18,2,"ABOH","AaB,uOH",0,0,0,0,2,1,0,1,0,2,0,1,3,0,0
19,2,"ABOHON","AaB,uOHuON",0,0,0,0,1,1,1,1,0,2,0,1,3,0,0
20,2,"ABOH;","AaB,uOH_;",0,0,0,0,1,1,0,1,0,2,0,1,3,0,0
21,2,"ABOC","AaB,uOC,",0,0,0,0,1,2,0,1,0,2,0,1,3,0,0
22,2,"ABOCON","AaB,uOC,uON",0,0,0,0,1,2,1,1,0,2,0,1,3,0,0
23,2,"ABON","AaB,uON",0,0,0,0,0,3,1,1,0,2,0,1,3,0,0
24,2,"AB;","AoB,;",0,0,0,0,0,3,0,1,0,2,0,1,3,0,0
25,2,"ABA","AaB,aA",0,0,0,0,0,0,0,0,0,2,0,1,3,0,0
26,2,"BABA","B'aAB,oA",0,0,0,0,0,0,0,0,1,2,0,1,3,0,0
27,2,"BAB;","B'oAB,;",0,0,0,0,0,3,0,1,1,2,0,1,3,0,0
28,2,"DABA","D'aAB,oA",0,0,0,0,0,0,0,0,2,2,0,1,3,0,0
29,2,"DABHA","D'aAB,oHeA",1,0,0,0,0,0,0,0,2,2,0,2,3,0,0
30,2,"DABH;","D'aAB,oHa;",1,0,0,0,0,3,0,1,2,2,0,2,3,0,0
31,2,"DABH;C","D'aAB,oHa;C'",1,0,0,0,1,2,0,1,2,2,0,2,3,0,0
32,2,"DABH;CON","D'aAB,oHa;C'uON",1,0,0,0,1,2,1,1,2,2,0,2,3,0,0
33,2,"DABH;N","D'aAB,oHa;N",1,0,0,0,0,3,1,1,2,2,0,2,3,0,0
34,2,"DABHTA","D'aAB,oHoT,oA",1,0,0,0,0,0,0,0,2,2,0,2,3,0,0
35,2,"DABHTN","D'aAB,oHoT,aN",1,0,0,0,0,3,1,1,2,2,0,2,3,0,0
36,2,"DABOHON","D'aAB,uOHuON",0,0,0,0,1,1,1,1,2,2,0,1,3,0,0
37,2,"DABOH;","D'aAB,uOH_;",0,0,0,0,1,1,0,1,2,2,0,1,3,0,0
38,2,"DABOCON","D'aAB,uOC,uON",0,0,0,0,1,2,1,1,2,2,0,1,3,0,0
39,2,"DABON","D'aAB,uON",0,0,0,0,0,3,1,1,2,2,0,1,3,0,0
40,2,"DAB;","D'oAB,;",0,0,0,0,0,3,0,1,2,2,0,1,3,0,0
41,2,"DLABA","D'LaAB,oA",0,0,0,0,0,0,0,0,8,2,0,1,3,0,0
42,2,"DLABH;HON","D'LaAB,oHa;HuON",1,0,0,0,1,1,1,1,8,2,0,2,3,0,0
43,2,"OABA","OaAB,oA",0,0,0,0,0,0,0,0,3,2,0,1,3,0,0
44,2,"OABHTA","OaAB,oHoT,oA",1,0,0,0,0,0,0,0,3,2,0,2,3,0,0
45,2,"OABHTN","OaAB,oHoT,aN",1,0,0,0,0,3,1,1,3,2,0,2,3,0,0
46,2,"OABOH;","OaAB,uOH_;",0,0,0,0,1,1,0,1,3,2,0,1,3,0,0
47,2,"OABOC","OaAB,uOC,",0,0,0,0,1,2,0,1,3,2,0,1,3,0,0
48,2,"OABOCON","OaAB,uOC,uON",0,0,0,0,1,2,1,1,3,2,0,1,3,0,0
49,2,"OAB;","OoAB,;",0,0,0,0,0,3,0,1,3,2,0,1,3,0,0
50,2,"OLABA","OLaAB,oA",0,0,0,0,0,0,0,0,11,2,0,1,3,0,0
51,2,"OLABOH","OLaAB,uOH",0,0,0,0,2,1,0,1,11,2,0,1,3,0,0
52,2,"OLABOHON","OLaAB,uOHuON",0,0,0,0,1,1,1,1,11,2,0,1,3,0,0
53,2,"LABA","LaAB,oA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
54,2,"LABHA","LaAB,oHeA",1,0,0,0,0,0,0,0,4,2,0,2,3,0,0
55,2,"LABHOH;","LaAB,oHaOH_;",1,0,0,0,1,1,0,1,4,2,0,2,3,0,0
56,2,"LABH;HON","LaAB,oHa;HuON",1,0,0,0,1,1,1,1,4,2,0,2,3,0,0
57,2,"LABH;CON","LaAB,oHa;C'uON",1,0,0,0,1,2,1,1,4,2,0,2,3,0,0
58,2,"LABHTN","LaAB,oHoT,aN",1,0,0,0,0,3,1,1,4,2,0,2,3,0,0
59,2,"LABOH","LaAB,uOH",0,0,0,0,2,1,0,1,4,2,0,1,3,0,0
60,2,"LABOH;","LaAB,uOH_;",0,0,0,0,1,1,0,1,4,2,0,1,3,0,0
61,2,"LABOH;N","LaAB,uOHe;N",0,0,0,0,2,1,1,1,4,2,0,1,3,0,0
62,2,"LABOC","LaAB,uOC,",0,0,0,0,1,2,0,1,4,2,0,1,3,0,0
63,2,"LABOCON","LaAB,uOC,uON",0,0,0,0,1,2,1,1,4,2,0,1,3,0,0
64,2,"LABON","LaAB,uON",0,0,0,0,0,3,1,1,4,2,0,1,3,0,0
65,2,"LAB;","LoAB,;",0,0,0,0,0,3,0,1,4,2,0,1,3,0,0
66,3,"ABHOTA","AaB,oHuOT,oA",0,0,0,1,0,0,0,0,0,3,0,1,3,0,0
67,4,"ABHON","AeB'HuON",0,0,0,0,1,1,1,1,0,2,0,1,3,0,0
68,4,"OABC;","OeAB'eC,;",0,0,0,0,2,2,0,1,3,2,0,1,3,0,0
69,4,"ABA","AeB'oA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
70,5,"ABD","AoB,eD,",0,0,0,0,0,0,0,0,0,2,1,1,0,5,1
71,5,"ABD","AeB,aD,",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
72,5,"ABDA","AoB,D'oA",0,0,0,0,0,0,0,0,0,3,1,1,0,5,1
73,5,"ABDO","AeB,aD,O",0,0,0,0,0,0,0,0,0,2,1,2,0,1,1
74,5,"ABD;N","AoB,D'i;N",0,0,0,0,0,0,0,0,0,2,1,2,0,5,1
75,5,"ABD;NN","AoB,D'i;NaN",0,0,0,0,0,3,1,2,0,2,3,2,0,5,1
76,5,"ABDN","AoB,D'oN",1,0,0,0,0,0,0,0,0,3,1,2,0,5,1
77,5,"ABDT","AeB,D'aT,",0,0,0,0,0,0,0,0,0,3,1,1,0,1,1
78,5,"AOBD","AaOB'eD,",0,0,0,0,0,0,0,0,0,2,1,1,0,1,5
79,5,"AOBD","AaOB'eD,",0,0,0,0,0,0,0,0,0,1,3,1,0,2,5
80,5,"AOBDT","AaOB'D,eT,",0,0,0,0,0,0,0,0,0,1,3,1,0,1,5
81,5,"DABD","D'eAB,aD,",0,0,0,0,0,0,0,0,2,2,1,1,0,1,1
82,5,"DABDA","D'oAB,D'oA",0,0,0,0,0,0,0,0,2,3,1,1,0,5,1
83,5,"DABDO","D'eAB,aD,O",0,0,0,0,0,0,0,0,2,2,1,2,0,1,1
84,5,"DABD;N","D'oAB,D'i;N",0,0,0,0,0,0,0,0,2,2,1,2,0,5,1
85,5,"DAOBD","D'aAOB'eD,",0,0,0,0,0,0,0,0,2,1,3,1,0,2,5
86,5,"DNABD","D'NiAB,aD,",0,0,0,0,0,0,0,0,2,2,1,1,0,2,1
87,5,"DNOBD","D'NaOB'eD,",0,0,0,0,0,0,0,0,2,2,1,1,0,2,5
88,5,"DNOBDON","D'NaOB'D,uON",0,0,0,0,0,0,0,0,2,2,1,2,0,2,5
89,5,"DNOBDON;H;","D'NaOB'D,uONo;H_;",0,0,0,0,1,1,0,1,2,2,1,2,0,2,5
90,5,"DNOBD;OH;","D'NaOB'D,i;OH_;",0,0,0,0,1,1,0,1,2,2,1,1,0,2,5
91,5,"DTOBD;OH;","D'T,aOB'D,i;OH_;",0,0,0,0,1,1,0,1,2,3,1,1,0,2,5
92,5,"OABD","OoAB,eD,",0,0,0,0,0,0,0,0,3,2,1,1,0,5,1
93,5,"OABD","OeAB,aD,",0,0,0,0,0,0,0,0,3,2,1,1,0,1,1
94,5,"OABDO","OeAB,aD,O",0,0,0,0,0,0,0,0,3,2,1,2,0,1,1
95,5,"OAOBD","OaAOB'eD,",0,0,0,0,0,0,0,0,3,2,1,1,0,1,5
96,5,"OAOBDO","OaAOB'eD,O",0,0,0,0,0,0,0,0,3,2,1,2,0,1,5
97,5,"ODNOBD","OaD,NaOB'eD,",0,0,0,0,0,0,0,0,10,2,1,1,0,2,5
98,5,"ONOBD","ONaOB'eD,",0,0,0,0,0,0,0,0,3,2,1,1,0,2,5
99,5,"OTOBD","OT,aOB'eD,",0,0,0,0,0,0,0,0,3,3,1,1,0,2,5
100,5,"LMOBDO","LMaOB'oD,uO",0,0,0,0,0,0,0,0,4,0,0,0,0,4,5
101,5,"LMOBDOTH","LMaOB'oD,uOT,eH",0,0,0,0,1,1,0,1,4,0,0,0,0,4,5
102,5,"LMOBDOTN","LMaOB'oD,uOT,aN",0,0,0,0,0,3,1,1,4,0,0,0,0,4,5
103,5,"MOBD","MaOB'eD,",0,0,0,0,0,0,0,0,0,2,1,1,0,5,5
104,5,"NABD","NiAB,aD,",0,0,0,0,0,0,0,0,0,2,1,1,0,2,1
105,5,"NABDON","NiAB,D'uON",0,0,0,0,0,0,0,0,0,2,1,2,0,2,1
106,5,"NOBD","NaOB'eD,",0,0,0,0,0,0,0,0,0,2,1,1,0,2,5
107,5,"NOBDON;H;","NaOB'D,uONo;H_;",0,0,0,0,1,1,0,1,0,2,1,2,0,2,5
108,5,"NOBD;H","NaOB'D,i;H",0,0,0,0,2,1,0,1,0,2,1,1,0,2,5
109,5,"TABD","T'iAB,aD,",0,0,0,0,0,0,0,0,0,3,1,1,0,2,1
110,5,"TABDON","T'iAB,D'uON",0,0,0,0,0,0,0,0,0,2,2,2,0,2,1
111,5,"TOBD","T'aOB'eD,",0,0,0,0,0,0,0,0,0,2,2,1,0,2,5
112,5,"TOBDON","T'aOB'D,uON",0,0,0,0,0,0,0,0,0,2,2,2,0,2,5
113,5,"NOBDON","NaOB'D,uON",0,0,0,0,0,0,0,0,0,2,1,2,0,2,5
114,5,"TOBD","T'aOB'eD,",0,0,0,0,0,0,0,0,0,3,1,1,0,2,5
115,5,"AOBDO","AaOB'eD,O",0,0,0,0,0,0,0,0,0,2,1,2,0,1,5
116,5,"MOBDO","MaOB'oD,uO",0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
117,6,"ABDNA","AaB,D'oNoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
118,6,"DABDNA","D'aAB,D'oNoA",0,0,0,0,0,0,0,0,2,2,0,1,3,0,0
119,6,"DABDNHON","D'aAB,D'oNHuON",0,0,0,0,1,1,1,1,2,2,0,1,3,0,0
120,6,"OABDNHON","OaAB,D'oNHuON",0,0,0,0,1,1,1,1,3,2,0,1,3,0,0
121,6,"OBABDNA","OB,aAB,D'oNoA",0,0,0,0,0,0,0,0,9,2,0,1,3,0,0
122,6,"ODABDNA","OD,aAB,D'oNoA",0,0,0,0,0,0,0,0,10,2,0,1,3,0,0
123,6,"OLABDNA","OLaAB,D'oNoA",0,0,0,0,0,0,0,0,11,2,0,1,3,0,0
124,6,"LABDNA","LaAB,D,oNoA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
125,7,"BAB;DA","B'aAB,i;D,eA",1,0,0,0,0,0,0,0,1,2,0,2,3,0,0
126,5,"DAB;D","D'aAB'i;D,",0,0,0,0,0,0,0,0,2,2,1,1,0,6,1
127,7,"OAB;DA","OaAB'i;D,oA",0,0,0,0,0,0,0,0,3,2,0,1,3,0,0
128,7,"LAB;DA","LaAB,i;D,eA",1,0,0,0,0,0,0,0,4,2,0,2,3,0,0
129,7,"AB;DA","AaB,i;D,oA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
130,7,"ABDA","AaB,i;D,eA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
131,5,"AB;D","AaB'i;D,",0,0,0,0,0,0,0,0,0,2,1,1,0,6,1
132,8,"ABOBA","AaB'uOB,oA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
133,9,"AB;A","AaB,i;oA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134,9,"LAB;A","LaAB,i;oA",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
135,10,"AB;A","AaB,i;aA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,11,"AB;OD","AaB,i;uOD,",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137,11,"LAB;OD","LaAB,i;uOD,",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
138,12,"DAB;L;NA","D'aAB,i;Li;NeA",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
139,12,"AB;L;NA","AaB,i;Li;NiA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140,13,"AB;TR","AaB,i;T,oR",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141,15,"DAB;L;N","D'aAB,i;Li;N",0,0,0,0,0,0,0,0,2,2,1,2,0,6,1
142,15,"OAB;L;N","OaAB,i;Li;N",0,0,0,0,0,0,0,0,3,2,1,2,0,6,1
143,14,"LAB;LA","LaAB,i;LeA",1,0,0,0,0,0,0,0,4,2,0,2,3,0,0
144,14,"AB;LA","AaB,i;LoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
145,15,"AB;L;N","AaB,i;Li;N",0,0,0,0,0,0,0,0,0,2,1,2,0,6,1
146,14,"AB;LA","AaB,i;LeA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
147,15,"OATABL","OeAT,eAB,eL",0,0,0,0,0,0,0,0,3,1,3,1,0,2,2
148,15,"OATABLO","OeAT,eAB,eLO",0,0,0,0,0,0,0,0,3,2,1,2,0,1,2
149,15,"OATABLO","OeAT'aAB,_LO",0,0,0,0,0,0,0,0,3,2,2,2,0,3,2
150,15,"ONTABLON","ONeT,aAB,LuON",0,0,0,0,0,0,0,0,3,2,1,2,0,2,2
151,15,"OTTABLON","OT,eT,aAB,LuON",0,0,0,0,0,0,0,0,3,2,2,2,0,2,2
152,15,"ABL","AeB,aL",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
153,15,"ATABL","AeT,eAB,eL",0,0,0,0,0,0,0,0,0,1,3,1,0,2,2
154,15,"ATABLO","AeT,eAB,eLO",0,0,0,0,0,0,0,0,0,2,1,2,0,1,2
155,15,"ATABLO","AeT'aAB,_LO",0,0,0,0,0,0,0,0,0,2,2,2,0,3,2
156,15,"NTABLON","NeT,aAB,LuON",0,0,0,0,0,0,0,0,0,2,1,2,0,2,2
157,15,"TTABLON","T'eT,aAB,LuON",0,0,0,0,0,0,0,0,0,2,2,2,0,2,2
158,16,"ABLA","AeB,LoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
159,16,"ABLCON","AeB,LC,uON",0,0,0,0,1,2,1,1,0,2,0,1,3,0,0
160,16,"BABLA","B'eAB,LoA",0,0,0,0,0,0,0,0,1,2,0,1,3,0,0
161,16,"OABLA","OeAB,LoA",0,0,0,0,0,0,0,0,3,2,0,1,3,0,0
162,16,"LABLA","LeAB,LoA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
163,17,"OABNA","OaAB,NoA",0,0,0,0,0,0,0,0,3,1,0,1,3,0,0
164,17,"ABNA","AaB,NoA",0,0,0,1,0,0,0,0,0,1,0,1,3,0,0
165,18,"ABRHM","AaB,RoHoM",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166,18,"BABRHM","B'aAB,RoHoM",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,18,"DABRHM","D'aAB,RoHoM",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
168,18,"DLABRHM","D'LaAB,RoHoM",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
169,18,"OLABRHM","OLaAB,RoHoM",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
170,18,"LABRHM","LaAB,RoHoM",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
171,19,"AGBOS","AaG,aB,oOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172,20,"AGONA","AaG,uONoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
173,20,"BAGONA","B'aAG,uONoA",0,0,0,0,0,0,0,0,1,2,0,1,3,0,0
174,20,"DAGONA","D'aAG,uONoA",0,0,0,0,0,0,0,0,2,2,0,1,3,0,0
175,20,"OAGONA","OaAG,uONoA",0,0,0,0,0,0,0,0,3,2,0,1,3,0,0
176,20,"LAGONA","LaAG,uONoA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
177,21,"AGOSYOS","AaG,uOSYoOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178,22,"AGORSA","AoG,uORSoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
179,22,"AGORSH","AoG,uORSeH",0,0,0,0,1,1,0,1,0,2,0,1,3,0,0
180,22,"LAGORSA","LoAG,uORSeA",1,0,0,0,0,0,0,0,4,2,0,2,3,0,0
181,22,"LAGORSH","LoAG,uORSeH",0,0,0,0,1,1,0,1,4,2,0,1,3,0,0
182,22,"AGORSA","AoG,uORSeA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
183,23,"AGNA","AaG,oNeA",1,0,0,0,0,0,0,0,0,3,0,2,3,0,0
184,23,"LAGNA","LaAG,oNeA",1,0,0,0,0,0,0,0,4,3,0,2,3,0,0
185,24,"AG;RA","AaG,i;RoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
186,24,"AG;RA","AaG,i;ReA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
187,24,"AG;R;C","AaG,i;Ra;C'",1,0,0,0,1,2,0,1,0,2,0,2,3,0,0
188,24,"DAG;RA","D'aAG,i;RoA",0,0,0,0,0,0,0,0,2,2,0,1,3,0,0
189,25,"AGRN","AaG,RoN",0,0,0,0,0,3,1,1,0,2,1,1,0,1,1
190,25,"DNAGOR","D'NeAG,uOR",0,0,0,0,0,0,0,0,2,2,1,1,0,2,1
191,25,"OAGR","OeAG,aR",0,0,0,0,0,0,0,0,3,2,1,1,0,1,1
192,25,"AGR","AeG,aR",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
193,25,"NAGOR","NeAG,uOR",0,0,0,0,0,0,0,0,0,2,1,1,0,2,1
194,26,"AGRA","AaG,RoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
195,26,"AGRH","AaG,ReH",0,0,0,0,1,1,0,1,0,2,0,1,3,0,0
196,26,"AGRHON","AaG,RHuON",0,0,0,0,1,1,1,1,0,2,0,1,3,0,0
197,26,"AGR;","AaG,R;",0,0,0,0,0,3,0,1,0,2,0,1,3,0,0
198,26,"AGRCON","AaG,RC,uON",0,0,0,0,1,2,1,1,0,2,0,1,3,0,0
199,26,"BAGRA","B'aAG,RoA",0,0,0,0,0,0,0,0,1,2,0,1,3,0,0
200,26,"DAGRA","D'aAG,RoA",0,0,0,0,0,0,0,0,2,2,0,1,3,0,0
201,26,"DAGRCON","D'aAG,RC,uON",0,0,0,0,1,2,1,1,2,2,0,1,3,0,0
202,26,"OAGR;","OaAG,R;",0,0,0,0,0,3,0,1,3,2,0,1,3,0,0
203,27,"AGRA","AeG'oRoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
204,27,"AGRA","AeG'oReA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
205,27,"DBAGRA","D'B,eAG'oRoA",0,0,0,0,0,0,0,0,6,2,0,1,3,0,0
206,27,"LAGRA","LeAG'oRoA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
207,28,"AGRIA","AaG,RiI'eA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,28,"AGRIOS","AaG,RiI'aOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
209,29,"AGRTA","AeG'aRT'oA",0,0,0,1,0,0,0,0,0,3,0,1,3,0,0
210,29,"AGRTA","AeG'RoT,oA",1,0,0,0,0,0,0,0,0,3,0,2,3,0,0
211,29,"AGRTH","AeG'RoT,eH",1,0,0,0,1,1,0,1,0,3,0,2,3,0,0
212,29,"AGRT;","AeG'RoT,;",1,0,0,0,0,3,0,1,0,3,0,2,3,0,0
213,29,"AGRTN","AeG'aRT'aN",0,0,0,0,0,3,1,1,0,3,0,1,3,0,0
214,29,"BAGRTA","B'eAG'aRT'oA",0,0,0,0,0,0,0,0,1,3,0,1,3,0,0
215,29,"BAGRT;","B'eAG'RoT,;",1,0,0,0,0,3,0,1,1,3,0,2,3,0,0
216,29,"DAGRTA","D'eAG'RoT,oA",1,0,0,0,0,0,0,0,2,3,0,2,3,0,0
217,29,"DAGRTH","D'eAG'aRT'eH",0,0,0,0,1,1,0,1,2,3,0,1,3,0,0
218,29,"DAGRTN","D'eAG'aRT'aN",0,0,0,0,0,3,1,1,2,3,0,1,3,0,0
219,29,"DBAGRTA","D'B,eAG'aRT'oA",0,0,0,0,0,0,0,0,6,3,0,1,3,0,0
220,30,"ADOM","AaD,uOM",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221,31,"AD;","AaD'i;",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222,32,"ADM","AoD,oM",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
223,32,"DADM","D'oAD,oM",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
224,32,"DBADM","D'B,oAD,oM",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
225,32,"OADM","OoAD,oM",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
226,33,"ADNA","AeD,NoA",0,0,0,1,0,0,0,0,0,3,0,1,3,0,0
227,33,"ADNA","AeD,NeA",1,0,0,0,0,0,0,0,0,3,0,2,3,0,0
228,33,"ADNH","AeD,NeH",0,0,0,0,1,1,0,1,0,3,0,1,3,0,0
229,33,"ADNHON","AeD'NHuON",0,0,0,0,1,1,1,1,0,3,0,1,3,0,0
230,33,"ADNOH;","AeD,NaOH_;",1,0,0,0,1,1,0,1,0,3,0,2,3,0,0
231,33,"ADN;HON","AeD,Na;HuON",1,0,0,0,1,1,1,1,0,3,0,2,3,0,0
232,33,"BADNA","B'eAD,NeA",1,0,0,0,0,0,0,0,1,3,0,2,3,0,0
233,33,"BADNOH;","B'eAD,NaOH_;",1,0,0,0,1,1,0,1,1,3,0,2,3,0,0
234,33,"BADN;","B'eAD,Na;",1,0,0,0,0,3,0,1,1,3,0,2,3,0,0
235,33,"BADN;HON","B'eAD,Na;HuON",1,0,0,0,1,1,1,1,1,3,0,2,3,0,0
236,33,"BADN;CON","B'eAD,Na;C'uON",1,0,0,0,1,2,1,1,1,3,0,2,3,0,0
237,33,"DBADN;CON","D'B,eAD,Na;C'uON",1,0,0,0,1,2,1,1,6,3,0,2,3,0,0
238,33,"OADNA","OeAD,NoA",0,0,0,0,0,0,0,0,3,3,0,1,3,0,0
239,33,"OADNA","OeAD,NeA",1,0,0,0,0,0,0,0,3,3,0,2,3,0,0
240,33,"OADNOH;","OeAD,NaOH_;",1,0,0,0,1,1,0,1,3,3,0,2,3,0,0
241,33,"OBADN;HON","OB,eAD,Na;HuON",1,0,0,0,1,1,1,1,9,3,0,2,3,0,0
242,33,"OLADN;CON","OLeAD,Na;C'uON",1,0,0,0,1,2,1,1,11,3,0,2,3,0,0
243,33,"LADNH","LeAD,NeH",0,0,0,0,1,1,0,1,4,3,0,1,3,0,0
244,33,"LADNOH;","LeAD,NaOH_;",1,0,0,0,1,1,0,1,4,3,0,2,3,0,0
245,33,"LADN;HON","LeAD,Na;HuON",1,0,0,0,1,1,1,1,4,3,0,2,3,0,0
246,34,"ADROH;","AeD'RaOH_;",1,0,0,0,1,1,0,1,0,2,0,2,3,0,0
247,34,"ADRA","AeD,RoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
248,34,"ADRA","AeD'ReA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
249,35,"ADRMNYOS","AaD,RMNuYoOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250,36,"ADWA","AoD,WoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
251,37,"DAHRON","D'aAHRuON",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
252,37,"LAHRON","LaAHRuON",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
253,37,"AHRON","AaHRuON",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
254,38,"AO","AoO",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
255,39,"AO","AaO",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
256,39,"DAO","D'aAO",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
257,3193,"DAWCKTON","D'eAWC'aKT'uON",0,0,0,0,0,0,0,0,2,2,2,2,0,1,1
258,40,"AOA","AOA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
259,41,"AO;OTA","AaO;uOT,oA",0,0,0,1,0,0,0,0,0,3,0,1,3,0,0
260,41,"BAO;OTA","B'aAO;uOT,oA",0,0,0,0,0,0,0,0,1,3,0,1,3,0,0
261,41,"OAO;OTA","OaAO;uOT,oA",0,0,0,0,0,0,0,0,3,3,0,1,3,0,0
262,42,"AONA","AaOoNeA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
263,42,"OAONA","OaAOoNoA",0,0,0,0,0,0,0,0,3,2,0,1,3,0,0
264,42,"AONA","AaOoNoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
265,43,"AOBOLOS","AeOB,uOLoOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
266,44,"AOHD;A","AeOoHD,i;aA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267,45,"AOYCOS","AeOYuC,oOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,45,"AOY;COS","AeOYi;C,oOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
269,46,"AOCRSY;A","AeOC,aRiSYi;aA",0,0,0,1,0,0,0,0,0,3,0,1,0,0,0
